0.00970874	0.980583	0.00970874
0.980583	0.00970874	0.00970874
0.00970874	0.00970874	0.980583
0.00970874	0.00970874	0.980583
0.00970874	0.980583	0.00970874
0.00970874	0.00970874	0.980583
0.00970874	0.980583	0.00970874
0.00970874	0.980583	0.00970874
0.980583	0.00970874	0.00970874
0.00970874	0.980583	0.00970874
0.00970874	0.00970874	0.980583
0.00970874	0.00970874	0.980583
0.980583	0.00970874	0.00970874
0.980583	0.00970874	0.00970874
0.00970874	0.980583	0.00970874
0.980583	0.00970874	0.00970874
0.00970874	0.00970874	0.980583
0.980583	0.00970874	0.00970874
0.980583	0.00970874	0.00970874
0.00970874	0.980583	0.00970874
0.00970874	0.00970874	0.980583
0.00970874	0.00970874	0.980583
0.00970874	0.00970874	0.980583
0.980583	0.00970874	0.00970874
0.00970874	0.980583	0.00970874
0.980583	0.00970874	0.00970874
0.00970874	0.980583	0.00970874
0.00970874	0.980583	0.00970874
0.00970874	0.00970874	0.980583
0.980583	0.00970874	0.00970874
